"brokered_by","price","bed","bath","acre_lot","street","city","state","house_size","price_per_sqft","price_per_acre","area_type"
81672,449900,3,3,0.26,753238,"Warwick","Rhode Island",1966,228.84,1730384.62,"suburban"
55677,525000,2,2,0.19,729604,"Providence","Rhode Island",1517,346.08,2763157.89,"urban"
19682,349900,3,1,0.09,201282,"Cranston","Rhode Island",1178,297.03,3887777.78,"urban"
13907,420000,6,4,0.07,385471,"Providence","Rhode Island",2931,143.3,6e+06,"urban"
77565,379900,6,2,0.17,1620017,"Providence","Rhode Island",1694,224.26,2234705.88,"urban"
52328,259625,3,1,0.94,292197,"Sterling","Connecticut",1152,225.37,276196.81,"suburban"
15852,325000,6,3,0.06,465327,"West Warwick","Rhode Island",2956,109.95,5416666.67,"urban"
78576,460000,3,2,2.41,918769,"Richmond","Rhode Island",1874,245.46,190871.37,"rural"
15852,425000,5,3,0.23,436143,"Pawtucket","Rhode Island",4121,103.13,1847826.09,"urban"
91013,569900,8,4,0.16,595600,"Cumberland","Rhode Island",7008,81.32,3561875,"urban"
104293,299900,4,2,0.16,366263,"Warren","Rhode Island",1489,201.41,1874375,"urban"
22654,249900,2,1,0.15,653273,"Warwick","Rhode Island",889,281.1,1666000,"urban"
79077,1100000,4,5,1.06,563658,"North Kingstown","Rhode Island",4600,239.13,1037735.85,"rural"
19682,289900,2,1,0.14,1418178,"Warwick","Rhode Island",1100,263.55,2070714.29,"urban"
82022,269900,4,2,0.11,1104983,"Providence","Rhode Island",1267,213.02,2453636.36,"urban"
79362,379900,3,2,0.11,765529,"North Providence","Rhode Island",1581,240.29,3453636.36,"urban"
11983,399900,2,1,0.31,202405,"Warwick","Rhode Island",1573,254.23,1290000,"suburban"
76006,499900,3,3,2.04,1672550,"Coventry","Rhode Island",1369,365.16,245049.02,"rural"
81672,269000,1,1,0.19,187526,"Cranston","Rhode Island",969,277.61,1415789.47,"urban"
78576,689999,3,3,0.38,1199877,"North Kingstown","Rhode Island",2376,290.4,1815786.84,"suburban"
85368,965000,4,4,0.14,1048697,"Providence","Rhode Island",2790,345.88,6892857.14,"urban"
52607,399900,10,4,0.09,290180,"Providence","Rhode Island",4768,83.87,4443333.33,"urban"
80158,350000,4,2,0.06,753513,"Cranston","Rhode Island",1328,263.55,5833333.33,"urban"
5735,199900,2,1,0.17,1353694,"Cranston","Rhode Island",812,246.18,1175882.35,"urban"
32337,599900,1,2,0.19,11775,"Providence","Rhode Island",1038,577.94,3157368.42,"urban"
52607,399900,4,2,0.95,955147,"Scituate","Rhode Island",1168,342.38,420947.37,"suburban"
22647,350000,3,2,0.13,509005,"Pawtucket","Rhode Island",1092,320.51,2692307.69,"urban"
71669,329900,3,1,0.21,1774131,"Cumberland","Rhode Island",1282,257.33,1570952.38,"urban"
80158,375000,6,3,0.08,775260,"Cranston","Rhode Island",1232,304.38,4687500,"urban"
14933,240000,1,1,0.19,1144293,"Warwick","Rhode Island",688,348.84,1263157.89,"urban"
99771,290000,4,2,0.05,14576,"Cranston","Rhode Island",2250,128.89,5800000,"urban"
55830,175000,2,1,0.5,1803117,"Scituate","Rhode Island",821,213.15,350000,"suburban"
83272,595000,2,2,2.48,1728129,"Scituate","Rhode Island",2042,291.38,239919.35,"rural"
81672,419000,3,3,0.6,642258,"North Kingstown","Rhode Island",2462,170.19,698333.33,"suburban"
52607,229900,3,1,0.07,1556509,"Providence","Rhode Island",1248,184.21,3284285.71,"urban"
15852,259900,4,2,1.6,557873,"Lincoln","Rhode Island",1516,171.44,162437.5,"rural"
81032,249900,1,1,1.03,919207,"Glocester","Rhode Island",600,416.5,242621.36,"rural"
32337,279900,3,3,0.15,1759204,"Pawtucket","Rhode Island",1938,144.43,1866000,"urban"
14933,451000,3,3,0.17,501346,"Warwick","Rhode Island",1824,247.26,2652941.18,"urban"
8883,499000,10,3,0.09,390249,"Providence","Rhode Island",5039,99.03,5544444.44,"urban"
56060,1039000,4,3,3.91,386112,"Norfolk","Massachusetts",3470,299.42,265728.9,"rural"
48254,210000,3,2,0.15,920679,"Pawtucket","Rhode Island",1148,182.93,1400000,"urban"
88101,269900,1,1,0.5,1520904,"Smithfield","Rhode Island",790,341.65,539800,"suburban"
84534,365000,4,2,0.13,523226,"Providence","Rhode Island",1662,219.61,2807692.31,"urban"
78958,639000,4,3,0.5,821932,"North Kingstown","Rhode Island",2662,240.05,1278000,"suburban"
54300,439900,6,2,0.11,1335290,"Pawtucket","Rhode Island",3576,123.01,3999090.91,"urban"
83577,275000,2,1,0.13,1114887,"Pawtucket","Rhode Island",896,306.92,2115384.62,"urban"
81032,319000,3,2,0.21,1669896,"Warwick","Rhode Island",1472,216.71,1519047.62,"urban"
52607,337500,4,2,0.14,561897,"North Providence","Rhode Island",2964,113.87,2410714.29,"urban"
11500,399900,6,2,0.11,1142155,"Providence","Rhode Island",2786,143.54,3635454.55,"urban"
55830,425000,3,1,0.29,114532,"Smithfield","Rhode Island",1602,265.29,1465517.24,"suburban"
79651,349900,4,2,0.07,1707955,"Providence","Rhode Island",3138,111.5,4998571.43,"urban"
78309,475000,3,3,0.19,419887,"Warwick","Rhode Island",1529,310.66,2500000,"urban"
55830,3e+05,1,1,0.3,1831389,"Scituate","Rhode Island",936,320.51,1e+06,"suburban"
48362,364900,3,1,0.26,580968,"West Warwick","Rhode Island",1050,347.52,1403461.54,"suburban"
20782,349900,4,1,0.16,199095,"West Warwick","Rhode Island",1254,279.03,2186875,"urban"
71674,785000,4,3,0.46,1999006,"Attleboro","Massachusetts",2500,314,1706521.74,"suburban"
85086,514900,7,3,0.11,501376,"East Providence","Rhode Island",4560,112.92,4680909.09,"urban"
76006,324900,3,1,0.14,1297613,"Warwick","Rhode Island",994,326.86,2320714.29,"urban"
32337,310000,2,2,0.11,764130,"Cranston","Rhode Island",1028,301.56,2818181.82,"urban"
78958,269900,3,2,0.09,1561661,"Providence","Rhode Island",984,274.29,2998888.89,"urban"
69688,189900,2,2,0.19,1010165,"Johnston","Rhode Island",1078,176.16,999473.68,"urban"
81672,599900,3,3,5.05,599097,"Richmond","Rhode Island",2184,274.68,118792.08,"rural"
58300,299900,3,2,0.12,325691,"East Providence","Rhode Island",914,328.12,2499166.67,"urban"
19682,249900,2,1,0.23,764565,"Warwick","Rhode Island",930,268.71,1086521.74,"urban"
52607,339900,3,2,0.07,1121456,"North Providence","Rhode Island",1688,201.36,4855714.29,"urban"
79750,249900,3,2,0.09,1046122,"East Providence","Rhode Island",1106,225.95,2776666.67,"urban"
22654,299900,3,1,0.14,1486126,"Coventry","Rhode Island",1170,256.32,2142142.86,"urban"
41196,379900,3,2,0.21,1717086,"West Warwick","Rhode Island",1716,221.39,1809047.62,"urban"
45068,274900,2,1,0.18,1449044,"Warwick","Rhode Island",988,278.24,1527222.22,"urban"
79362,429900,3,2,0.86,652033,"Johnston","Rhode Island",1750,245.66,499883.72,"suburban"
32337,275000,3,1,0.15,1510726,"Johnston","Rhode Island",1092,251.83,1833333.33,"urban"
46584,799000,3,2,0.61,775395,"Jamestown","Rhode Island",1300,614.62,1309836.07,"suburban"
81672,559900,4,2,0.24,1671423,"East Greenwich","Rhode Island",1834,305.29,2332916.67,"urban"
80052,499900,5,3,0.19,1313361,"East Providence","Rhode Island",1507,331.72,2631052.63,"urban"
81672,479900,3,3,0.11,1619864,"Warwick","Rhode Island",1582,303.35,4362727.27,"urban"
99220,449900,3,3,0.14,1628788,"Cumberland","Rhode Island",2208,203.76,3213571.43,"urban"
77327,274900,1,1,0.19,187525,"Cranston","Rhode Island",848,324.17,1446842.11,"urban"
78958,425000,4,3,0.41,202731,"North Providence","Rhode Island",1644,258.52,1036585.37,"suburban"
78166,569900,3,3,0.19,598779,"Bristol","Rhode Island",2217,257.06,2999473.68,"urban"
53267,275000,4,1,0.07,115941,"Providence","Rhode Island",1300,211.54,3928571.43,"urban"
19716,949000,4,3,0.34,1033323,"Bristol","Rhode Island",3518,269.76,2791176.47,"suburban"
82310,349900,3,1,0.23,21567,"Warwick","Rhode Island",1044,335.15,1521304.35,"urban"
44716,349000,2,2,0.24,271001,"Cranston","Rhode Island",962,362.79,1454166.67,"urban"
61191,399900,3,3,0.07,381664,"Warwick","Rhode Island",1600,249.94,5712857.14,"urban"
61191,399900,3,3,0.07,317207,"Warwick","Rhode Island",1600,249.94,5712857.14,"urban"
105309,139900,3,1,0.14,470736,"Glocester","Rhode Island",1200,116.58,999285.71,"urban"
82585,137800,2,1,0.15,519738,"Warwick","Rhode Island",628,219.43,918666.67,"urban"
4355,265000,4,2,0.09,114179,"Pawtucket","Rhode Island",1237,214.23,2944444.44,"urban"
22654,539000,2,1,0.12,501206,"Warwick","Rhode Island",1414,381.19,4491666.67,"urban"
55677,799000,5,3,0.23,329306,"Cranston","Rhode Island",8868,90.1,3473913.04,"urban"
85655,539900,4,3,1.07,1001900,"East Greenwich","Rhode Island",3094,174.5,504579.44,"rural"
11500,289900,2,2,0.19,437183,"Cranston","Rhode Island",1428,203.01,1525789.47,"urban"
8048,299900,3,2,0.4,1365891,"Smithfield","Rhode Island",1635,183.43,749750,"suburban"
61191,549900,4,3,0.76,1425824,"East Greenwich","Rhode Island",2552,215.48,723552.63,"suburban"
107300,469900,3,3,1.16,792789,"Johnston","Rhode Island",1768,265.78,405086.21,"rural"
85368,184900,2,1,0.27,1207541,"North Attleboro","Massachusetts",759,243.61,684814.81,"suburban"
51130,375000,3,2,0.18,732527,"North Providence","Rhode Island",922,406.72,2083333.33,"urban"
3037,289000,3,2,0.16,1137642,"Johnston","Rhode Island",1164,248.28,1806250,"urban"
52607,229900,3,1,0.1,1619926,"Providence","Rhode Island",1045,220,2299000,"urban"
81672,375000,3,3,0.24,1751630,"West Warwick","Rhode Island",1456,257.55,1562500,"urban"
81032,450000,6,3,0.23,1053091,"North Providence","Rhode Island",3200,140.62,1956521.74,"urban"
78958,324900,2,3,0.16,1643405,"Providence","Rhode Island",1092,297.53,2030625,"urban"
22654,974900,4,5,2.02,1670965,"East Greenwich","Rhode Island",3558,274,482623.76,"rural"
108039,399000,3,2,0.25,1449695,"Warwick","Rhode Island",1452,274.79,1596000,"urban"
62466,69900,2,1,0.19,1072691,"East Providence","Rhode Island",840,83.21,367894.74,"urban"
83272,315000,3,2,0.15,1670484,"Coventry","Rhode Island",1070,294.39,2100000,"urban"
97013,365000,3,2,0.11,522921,"Pawtucket","Rhode Island",982,371.69,3318181.82,"urban"
69445,365000,7,3,0.08,437187,"Providence","Rhode Island",4028,90.62,4562500,"urban"
84534,325000,4,2,0.09,985776,"Pawtucket","Rhode Island",1008,322.42,3611111.11,"urban"
14887,299900,3,1,0.13,684402,"Pawtucket","Rhode Island",950,315.68,2306923.08,"urban"
108039,354900,4,2,0.13,847003,"Johnston","Rhode Island",2865,123.87,2730000,"urban"
22654,325000,3,2,0.17,913900,"Warwick","Rhode Island",1411,230.33,1911764.71,"urban"
81032,320000,4,2,0.11,378240,"Providence","Rhode Island",2784,114.94,2909090.91,"urban"
106606,269900,2,1,0.19,1452171,"East Providence","Rhode Island",850,317.53,1420526.32,"urban"
83577,439900,3,2,0.31,794885,"Johnston","Rhode Island",1911,230.19,1419032.26,"suburban"
85655,359900,3,2,0.11,1751708,"East Providence","Rhode Island",1572,228.94,3271818.18,"urban"
106494,285000,3,1,0.08,683952,"East Providence","Rhode Island",869,327.96,3562500,"urban"
106494,419900,5,2,0.18,918270,"North Providence","Rhode Island",1326,316.67,2332777.78,"urban"
45068,324900,2,1,0.19,600947,"Warwick","Rhode Island",853,380.89,1710000,"urban"
82022,314900,3,2,0.31,793748,"North Providence","Rhode Island",1440,218.68,1015806.45,"suburban"
91013,499000,3,2,0.31,118876,"Warwick","Rhode Island",3518,141.84,1609677.42,"suburban"
55677,950000,4,5,52.86,47317,"Foster","Rhode Island",5410,175.6,17972,"rural"
11500,150000,1,1,0.07,598867,"Johnston","Rhode Island",882,170.07,2142857.14,"urban"
81677,445000,3,3,11.9,157242,"Killingly","Connecticut",2100,211.9,37394.96,"rural"
20699,220000,2,2,0.19,1759348,"North Providence","Rhode Island",1368,160.82,1157894.74,"urban"
66165,309900,3,3,0.17,917130,"West Warwick","Rhode Island",1550,199.94,1822941.18,"urban"
81032,2e+05,3,3,0.11,1569193,"Pawtucket","Rhode Island",3359,59.54,1818181.82,"urban"
19629,275000,2,1,0.18,200263,"West Warwick","Rhode Island",1016,270.67,1527777.78,"urban"
88918,550000,3,2,3.58,1709182,"North Stonington","Connecticut",2139,257.13,153631.28,"rural"
53016,199900,1,1,0.19,1656811,"Warwick","Rhode Island",801,249.56,1052105.26,"urban"
77327,450000,5,3,0.1,1120821,"Providence","Rhode Island",4856,92.67,4500000,"urban"
15852,6e+05,3,2,0.21,114262,"Pawtucket","Rhode Island",1600,375,2857142.86,"urban"
16774,425000,2,2,2.6,1025251,"Richmond","Rhode Island",1215,349.79,163461.54,"rural"
78166,339900,3,2,0.21,1244981,"Warwick","Rhode Island",1334,254.8,1618571.43,"urban"
99771,299900,3,1,0.19,1033100,"East Providence","Rhode Island",1126,266.34,1578421.05,"urban"
8883,459000,7,2,0.11,792908,"Providence","Rhode Island",4832,94.99,4172727.27,"urban"
54138,385000,3,1,0.92,196897,"Richmond","Rhode Island",1290,298.45,418478.26,"suburban"
9937,455900,4,3,0.34,842455,"North Attleboro","Massachusetts",1170,389.66,1340882.35,"suburban"
19533,399900,3,2,0.38,113941,"Johnston","Rhode Island",1434,278.87,1052368.42,"suburban"
52607,264900,2,1,0.11,1708444,"Cranston","Rhode Island",985,268.93,2408181.82,"urban"
66165,335000,3,2,0.19,1671649,"East Providence","Rhode Island",1326,252.64,1763157.89,"urban"
85368,449000,6,3,0.09,1407104,"Providence","Rhode Island",4339,103.48,4988888.89,"urban"
22647,269900,5,3,0.11,595214,"Smithfield","Rhode Island",3177,84.95,2453636.36,"urban"
78723,320000,3,2,0.1,482370,"Providence","Rhode Island",1032,310.08,3200000,"urban"
79048,329900,3,2,0.23,1826566,"Woonsocket","Rhode Island",1120,294.55,1434347.83,"urban"
109167,425000,3,2,0.18,1620269,"Warwick","Rhode Island",1422,298.87,2361111.11,"urban"
19580,459900,4,3,0.18,1616744,"North Providence","Rhode Island",1474,312.01,2555000,"urban"
85655,115000,1,1,0.07,1774194,"Warwick","Rhode Island",436,263.76,1642857.14,"urban"
81338,199000,3,1,0.07,1169218,"West Warwick","Rhode Island",752,264.63,2842857.14,"urban"
85086,335000,3,3,0.08,419682,"Providence","Rhode Island",1188,281.99,4187500,"urban"
78324,399900,3,2,1.97,1604559,"Killingly","Connecticut",1792,223.16,202994.92,"rural"
52607,450000,4,2,0.5,1142003,"Johnston","Rhode Island",2644,170.2,9e+05,"suburban"
78958,299900,3,2,0.23,387625,"North Providence","Rhode Island",1145,261.92,1303913.04,"urban"
15325,284900,3,2,0.14,1668848,"West Warwick","Rhode Island",1396,204.08,2035000,"urban"
50681,275000,2,1,0.16,436515,"North Providence","Rhode Island",1092,251.83,1718750,"urban"
76006,259000,2,2,0.11,1653502,"Pawtucket","Rhode Island",1098,235.88,2354545.45,"urban"
85368,479000,2,2,0.31,482209,"Barrington","Rhode Island",1239,386.6,1545161.29,"suburban"
78166,599900,3,2,0.46,1831405,"Warwick","Rhode Island",1400,428.5,1304130.43,"suburban"
82022,319000,4,2,0.07,823013,"Pawtucket","Rhode Island",3231,98.73,4557142.86,"urban"
83577,410000,3,2,0.29,1312106,"Johnston","Rhode Island",1038,394.99,1413793.1,"suburban"
44716,359000,3,2,0.19,695030,"Woonsocket","Rhode Island",1700,211.18,1889473.68,"urban"
54304,299000,3,1,0.1,98498,"Cranston","Rhode Island",936,319.44,2990000,"urban"
8883,399000,10,2,0.11,342208,"Providence","Rhode Island",4713,84.66,3627272.73,"urban"
12404,349900,2,1,0.17,1539631,"Warwick","Rhode Island",1404,249.22,2058235.29,"urban"
105333,375000,4,2,0.1,384836,"Johnston","Rhode Island",3000,125,3750000,"urban"
79362,289000,2,1,0.07,1052788,"Cranston","Rhode Island",960,301.04,4128571.43,"urban"
16216,250000,2,3,0.1,1520515,"Attleboro","Massachusetts",1154,216.64,2500000,"urban"
20782,289000,3,1,0.08,545234,"Cranston","Rhode Island",1296,222.99,3612500,"urban"
53317,320000,4,2,0.08,1637487,"Providence","Rhode Island",2229,143.56,4e+06,"urban"
53317,284900,2,2,0.19,765048,"East Providence","Rhode Island",1080,263.8,1499473.68,"urban"
83577,375000,6,2,0.06,1260115,"Providence","Rhode Island",4671,80.28,6250000,"urban"
13907,350000,3,2,0.08,1105457,"Providence","Rhode Island",1613,216.99,4375000,"urban"
19629,329000,2,1,0.13,1794069,"West Warwick","Rhode Island",1014,324.46,2530769.23,"urban"
15852,299000,3,2,0.09,1758786,"Cranston","Rhode Island",1344,222.47,3322222.22,"urban"
85368,379000,2,2,0.19,1565819,"Providence","Rhode Island",1250,303.2,1994736.84,"urban"
81672,699900,3,2,0.1,956550,"Warwick","Rhode Island",1844,379.56,6999000,"urban"
52607,849000,3,4,0.19,1308898,"Providence","Rhode Island",2941,288.68,4468421.05,"urban"
44908,489000,4,2,0.23,600669,"Middletown","Rhode Island",1510,323.84,2126086.96,"urban"
109167,425000,11,4,0.08,732913,"Woonsocket","Rhode Island",4453,95.44,5312500,"urban"
55038,619900,3,3,2.1,1121524,"Richmond","Rhode Island",2212,280.24,295190.48,"rural"
55038,619900,3,3,2.03,1052839,"Richmond","Rhode Island",2212,280.24,305369.46,"rural"
19716,949900,5,3,0.35,986197,"Bristol","Rhode Island",3877,245.01,2714000,"suburban"
63464,679900,2,3,0.46,731479,"Norfolk","Massachusetts",1806,376.47,1478043.48,"suburban"
52607,287000,4,2,0.08,793414,"Warwick","Rhode Island",1663,172.58,3587500,"urban"
45068,329900,2,2,0.38,1548009,"Warwick","Rhode Island",1260,261.83,868157.89,"suburban"
70991,599000,3,3,2.95,1735861,"Voluntown","Connecticut",2000,299.5,203050.85,"rural"
76006,275000,3,2,0.07,1568485,"East Providence","Rhode Island",1225,224.49,3928571.43,"urban"
45068,429900,6,2,0.18,1828411,"Johnston","Rhode Island",6240,68.89,2388333.33,"urban"
52607,339900,9,3,0.1,1485911,"Providence","Rhode Island",4454,76.31,3399000,"urban"
99220,315000,3,1,0.26,739358,"East Providence","Rhode Island",1000,315,1211538.46,"suburban"
53317,384900,4,2,0.23,1645631,"Woonsocket","Rhode Island",1836,209.64,1673478.26,"urban"
85655,369000,3,2,0.77,1668252,"Warwick","Rhode Island",1102,334.85,479220.78,"suburban"
80158,409000,7,4,0.11,1445062,"Cranston","Rhode Island",3710,110.24,3718181.82,"urban"
53317,979000,5,4,1.31,847043,"Lincoln","Rhode Island",3082,317.65,747328.24,"rural"
15852,134900,1,1,0.19,1166396,"Warwick","Rhode Island",299,451.17,710000,"urban"
79750,659900,3,4,0.3,694933,"Warwick","Rhode Island",2104,313.64,2199666.67,"suburban"
79168,569900,3,2,0.96,1499456,"North Kingstown","Rhode Island",1872,304.43,593645.83,"suburban"
36362,575000,3,2,5.05,1532222,"Attleboro","Massachusetts",1672,343.9,113861.39,"rural"
78576,549999,5,2,3.62,1194069,"South Kingstown","Rhode Island",4918,111.83,151933.43,"rural"
11325,349900,3,1,0.25,1616463,"Cumberland","Rhode Island",1344,260.34,1399600,"urban"
66684,450000,5,3,0.06,1450267,"Cranston","Rhode Island",3264,137.87,7500000,"urban"
80750,165000,2,2,0.37,1072237,"Sterling","Connecticut",1232,133.93,445945.95,"suburban"
48254,324900,4,2,0.36,330267,"West Warwick","Rhode Island",3796,85.59,902500,"suburban"
78723,399900,6,3,0.44,1437202,"Cumberland","Rhode Island",2137,187.13,908863.64,"suburban"
78654,379900,3,3,1.85,1775324,"Sterling","Connecticut",1820,208.74,205351.35,"rural"
78309,228500,2,2,0.19,508501,"Coventry","Rhode Island",972,235.08,1202631.58,"urban"
66166,499000,4,2,0.48,1499671,"Cranston","Rhode Island",1724,289.44,1039583.33,"suburban"
84534,255000,1,1,0.09,1383534,"East Providence","Rhode Island",1100,231.82,2833333.33,"urban"
79249,539900,3,3,0.33,420068,"Warwick","Rhode Island",2080,259.57,1636060.61,"suburban"
19682,259900,2,1,0.11,1725139,"Providence","Rhode Island",1076,241.54,2362727.27,"urban"
35110,289000,4,1,0.1,1751598,"Cranston","Rhode Island",1368,211.26,2890000,"urban"
79249,299900,3,2,0.07,563668,"Providence","Rhode Island",3384,88.62,4284285.71,"urban"
85368,869000,3,3,0.08,1757286,"Providence","Rhode Island",2512,345.94,10862500,"urban"
108039,424900,4,2,0.44,1660527,"Warwick","Rhode Island",2208,192.44,965681.82,"suburban"
52660,829900,4,3,0.68,1294952,"Attleboro","Massachusetts",3963,209.41,1220441.18,"suburban"
66684,499900,5,3,0.11,983546,"Providence","Rhode Island",5623,88.9,4544545.45,"urban"
33714,399900,4,3,0.2,905437,"Attleboro","Massachusetts",2000,199.95,1999500,"urban"
17188,355000,3,2,0.16,793317,"Cranston","Rhode Island",1500,236.67,2218750,"urban"
