"brokered_by","price","bed","bath","acre_lot","street","city","state","house_size","price_per_sqft","price_per_acre","area_type"
22135,259900,3,1,0.24,1609578,"Meriden","Connecticut",1339,194.1,1082916.67,"urban"
33714,285000,8,4,0.23,1304639,"New Britain","Connecticut",3000,95,1239130.43,"urban"
79217,240000,4,2,0.13,1174679,"New Britain","Connecticut",2912,82.42,1846153.85,"urban"
14977,557262,3,3,0.26,196586,"Cromwell","Connecticut",2104,264.86,2143315.38,"suburban"
14977,655683,3,4,0.28,600411,"Cromwell","Connecticut",2553,256.83,2341725,"suburban"
10560,575000,4,3,1.03,115769,"East Hampton","Connecticut",2691,213.68,558252.43,"rural"
10555,339900,2,2,0.37,849055,"Berlin","Connecticut",1400,242.79,918648.65,"suburban"
14977,562900,3,3,0.26,329385,"Cromwell","Connecticut",2104,267.54,2165000,"suburban"
14977,604715,4,3,0.25,1137973,"Cromwell","Connecticut",2301,262.81,2418860,"urban"
51868,265000,7,3,0.29,361582,"New Britain","Connecticut",3744,70.78,913793.1,"suburban"
105067,264900,3,2,0.83,1620342,"Meriden","Connecticut",1286,205.99,319156.63,"suburban"
25580,389900,4,2,9.16,1555388,"Middletown","Connecticut",1753,222.42,42565.5,"rural"
51868,53000,1,1,0.37,775179,"New Britain","Connecticut",403,131.51,143243.24,"suburban"
51868,53000,1,1,0.37,775180,"New Britain","Connecticut",432,122.69,143243.24,"suburban"
14977,656037,3,3,0.33,1757491,"Cromwell","Connecticut",2423,270.75,1987990.91,"suburban"
66749,399900,4,3,0.35,601734,"Wethersfield","Connecticut",1507,265.36,1142571.43,"suburban"
68208,99000,3,2,0.1,1821260,"Meriden","Connecticut",1048,94.47,990000,"urban"
24984,199900,3,2,0.53,371106,"New Britain","Connecticut",1588,125.88,377169.81,"suburban"
33714,2e+05,3,2,0.23,1698350,"New Britain","Connecticut",1575,126.98,869565.22,"urban"
7868,349900,3,2,1.8,753908,"Berlin","Connecticut",1372,255.03,194388.89,"rural"
33503,249900,3,2,0.39,831699,"Berlin","Connecticut",1084,230.54,640769.23,"suburban"
68208,115000,4,2,0.28,1246028,"New Britain","Connecticut",1144,100.52,410714.29,"suburban"
22611,639900,4,5,0.52,1510298,"Wethersfield","Connecticut",4578,139.78,1230576.92,"suburban"
107964,299900,4,2,0.42,1559958,"Middletown","Connecticut",1600,187.44,714047.62,"suburban"
60066,239000,3,2,0.24,14000,"Meriden","Connecticut",1322,180.79,995833.33,"urban"
33714,314900,4,2,0.21,1246056,"West Hartford","Connecticut",2020,155.89,1499523.81,"urban"
33714,280000,4,2,0.14,1499954,"Middletown","Connecticut",2995,93.49,2e+06,"urban"
3357,324900,8,3,0.15,1243692,"New Britain","Connecticut",3112,104.4,2166000,"urban"
43705,289000,6,3,0.13,522831,"Hartford","Connecticut",3189,90.62,2223076.92,"urban"
22611,364000,6,3,0.17,1609997,"West Hartford","Connecticut",3244,112.21,2141176.47,"urban"
14977,681310,4,4,0.27,560638,"Cromwell","Connecticut",3192,213.44,2523370.37,"suburban"
11297,265000,3,2,3.2,1750091,"Halifax","Vermont",1556,170.31,82812.5,"rural"
24984,279000,5,4,0.39,NA,"New Britain","Connecticut",2728,102.27,715384.62,"suburban"
10585,179900,3,2,0.34,828048,"Wethersfield","Connecticut",1652,108.9,529117.65,"suburban"
69833,194900,5,2,0.08,823000,"New Britain","Connecticut",1320,147.65,2436250,"urban"
22611,399900,3,3,0.8,765269,"Middletown","Connecticut",2348,170.32,499875,"suburban"
108006,220000,2,1,0.24,66511,"Wethersfield","Connecticut",1032,213.18,916666.67,"urban"
10582,649900,5,4,0.61,822528,"West Hartford","Connecticut",3274,198.5,1065409.84,"suburban"
108004,245000,6,2,0.15,1029890,"New Britain","Connecticut",2192,111.77,1633333.33,"urban"
51868,229000,2,2,0.37,198211,"East Haddam","Connecticut",1440,159.03,618918.92,"suburban"
15520,1069000,6,6,1.69,1407238,"Rocky Hill","Connecticut",4580,233.41,632544.38,"rural"
22611,239900,5,2,0.18,764202,"New Britain","Connecticut",1984,120.92,1332777.78,"urban"
17353,549900,4,3,0.37,48935,"Farmington","Connecticut",2511,219,1486216.22,"suburban"
17353,556400,3,3,0.37,101202,"Farmington","Connecticut",2511,221.59,1503783.78,"suburban"
15424,214900,3,1,0.14,1010035,"West Hartford","Connecticut",1080,198.98,1535000,"urban"
10581,319900,3,2,0.92,1033949,"North Branford","Connecticut",1248,256.33,347717.39,"suburban"
33503,329900,3,3,1.03,1212303,"East Hampton","Connecticut",2746,120.14,320291.26,"rural"
107964,395000,5,3,3.5,724726,"Middletown","Connecticut",3162,124.92,112857.14,"rural"
33503,399900,3,3,3.1,1664367,"Berlin","Connecticut",1350,296.22,129000,"rural"
107964,994900,4,4,2.01,330739,"Middletown","Connecticut",4952,200.91,494975.12,"rural"
15520,284900,4,2,0.12,483971,"Middletown","Connecticut",2184,130.45,2374166.67,"urban"
17353,509900,3,3,0.37,86632,"Farmington","Connecticut",2365,215.6,1378108.11,"suburban"
17353,509900,3,3,0.37,69195,"Farmington","Connecticut",2365,215.6,1378108.11,"suburban"
22611,290000,6,2,4.4,187247,"Colchester","Connecticut",3081,94.13,65909.09,"rural"
107964,145000,3,2,0.15,200873,"Meriden","Connecticut",1573,92.18,966666.67,"urban"
51868,79900,1,1,0.37,236089,"Meriden","Connecticut",968,82.54,215945.95,"suburban"
10582,160000,2,2,0.37,130309,"Middletown","Connecticut",1025,156.1,432432.43,"suburban"
35022,239900,4,2,0.2,546414,"New Britain","Connecticut",1937,123.85,1199500,"urban"
15366,219900,3,2,0.15,415221,"Meriden","Connecticut",1512,145.44,1466000,"urban"
54139,95000,1,1,0.37,282303,"Wethersfield","Connecticut",643,147.74,256756.76,"suburban"
3357,239900,4,2,0.17,834279,"New Britain","Connecticut",1336,179.57,1411176.47,"urban"
22135,269900,4,2,0.28,1530851,"Wethersfield","Connecticut",1546,174.58,963928.57,"suburban"
22611,249900,3,2,0.31,1758033,"West Hartford","Connecticut",1152,216.93,806129.03,"suburban"
108006,824900,4,4,1.01,1510802,"Guilford","Connecticut",3200,257.78,816732.67,"rural"
56951,319900,6,3,0.17,35828,"New Britain","Connecticut",3104,103.06,1881764.71,"urban"
107964,749000,4,3,0.93,236101,"Guilford","Connecticut",3018,248.18,805376.34,"suburban"
14977,646225,3,3,0.25,268558,"Cromwell","Connecticut",2423,266.7,2584900,"urban"
107951,319900,4,2,0.51,1286200,"Glastonbury","Connecticut",2382,134.3,627254.9,"suburban"
108008,229000,4,2,0.23,1670893,"Berlin","Connecticut",1114,205.57,995652.17,"urban"
11297,279000,3,2,0.5,756136,"Whitingham","Vermont",1816,153.63,558000,"suburban"
52829,169000,3,3,0.33,601435,"Hartford","Connecticut",1620,104.32,512121.21,"suburban"
107964,249900,4,3,0.21,316984,"Meriden","Connecticut",2835,88.15,1190000,"urban"
81672,315900,2,2,0.34,1296778,"Meriden","Connecticut",1294,244.13,929117.65,"suburban"
51868,399900,4,2,1.08,1339910,"Meriden","Connecticut",2102,190.25,370277.78,"rural"
57160,399900,5,3,0.21,1297234,"Newington","Connecticut",3520,113.61,1904285.71,"urban"
15520,213000,3,2,0.14,1297510,"Hartford","Connecticut",1564,136.19,1521428.57,"urban"
15517,199900,3,1,0.13,1826350,"New Britain","Connecticut",1172,170.56,1537692.31,"urban"
96605,269900,6,5,0.19,1105689,"New Britain","Connecticut",3290,82.04,1420526.32,"urban"
99516,289900,4,2,0.2,1597963,"Hartford","Connecticut",2686,107.93,1449500,"urban"
108008,454900,7,4,0.53,1552609,"Berlin","Connecticut",2576,176.59,858301.89,"suburban"
107964,174900,2,1,0.34,602005,"Middlefield","Connecticut",765,228.63,514411.76,"suburban"
107965,145000,2,1,0.11,1369584,"Wallingford","Connecticut",1260,115.08,1318181.82,"urban"
107953,415000,4,3,0.51,1229148,"Newington","Connecticut",3320,125,813725.49,"suburban"
15366,304888,3,4,1.28,21168,"Meriden","Connecticut",1974,154.45,238193.75,"rural"
22611,309900,3,3,0.31,845337,"New Britain","Connecticut",1940,159.74,999677.42,"suburban"
22611,155000,2,1,0.14,569385,"New Britain","Connecticut",950,163.16,1107142.86,"urban"
33503,479900,4,4,0.57,1354569,"Glastonbury","Connecticut",3130,153.32,841929.82,"suburban"
107953,459000,4,3,0.53,1260918,"Middlefield","Connecticut",3345,137.22,866037.74,"suburban"
22546,269900,2,2,0.37,600464,"Rocky Hill","Connecticut",1245,216.79,729459.46,"suburban"
10555,349900,2,2,0.37,849056,"Berlin","Connecticut",1400,249.93,945675.68,"suburban"
14977,613739,3,3,0.3,652095,"Cromwell","Connecticut",2429,252.67,2045796.67,"suburban"
33503,399000,4,3,0.35,1711492,"Berlin","Connecticut",1724,231.44,1140000,"suburban"
105309,235000,3,2,4.88,423967,"East Hampton","Connecticut",1571,149.59,48155.74,"rural"
13328,97500,2,1,0.37,1716730,"Middletown","Connecticut",880,110.8,263513.51,"suburban"
33503,234900,3,2,0.25,1088507,"Hartford","Connecticut",1732,135.62,939600,"urban"
22611,170000,3,1,0.18,258024,"New Britain","Connecticut",1008,168.65,944444.44,"urban"
22611,269900,3,2,0.22,871826,"Wethersfield","Connecticut",1196,225.67,1226818.18,"urban"
22541,249000,4,2,0.21,100923,"New Britain","Connecticut",1591,156.51,1185714.29,"urban"
86796,239000,2,3,0.37,1060245,"Glastonbury","Connecticut",1496,159.76,645945.95,"suburban"
68208,293700,3,2,0.41,847182,"Wallingford","Connecticut",2002,146.7,716341.46,"suburban"
50920,249900,5,3,0.32,269770,"Cromwell","Connecticut",2256,110.77,780937.5,"suburban"
101847,314900,2,3,0.37,1800838,"Middletown","Connecticut",1549,203.29,851081.08,"suburban"
101847,314900,2,3,0.37,1803330,"Middletown","Connecticut",1549,203.29,851081.08,"suburban"
10560,556725,3,3,1.05,1072010,"East Hampton","Connecticut",2318,240.17,530214.29,"rural"
30695,89900,2,1,0.37,732667,"New Britain","Connecticut",780,115.26,242972.97,"suburban"
29078,129900,2,2,0.37,1698433,"Meriden","Connecticut",932,139.38,351081.08,"suburban"
22611,149900,4,2,0.07,113721,"Hartford","Connecticut",1547,96.9,2141428.57,"urban"
29853,699900,4,4,3.67,463333,"Berlin","Connecticut",4100,170.71,190708.45,"rural"
10585,209900,3,2,0.2,848202,"Wethersfield","Connecticut",1456,144.16,1049500,"urban"
47251,79609,4,2,0.18,7748,"Middletown","Connecticut",1822,43.69,442272.22,"urban"
22611,117000,3,1,0.16,1739034,"Hartford","Connecticut",768,152.34,731250,"urban"
18142,34900,2,1,0.37,1316584,"Middletown","Connecticut",924,37.77,94324.32,"suburban"
100419,179900,3,1,0.23,1669947,"Portland","Connecticut",946,190.17,782173.91,"urban"
10555,240000,3,2,0.17,558410,"Hartford","Connecticut",1682,142.69,1411764.71,"urban"
85062,195900,2,2,0.37,366630,"Cromwell","Connecticut",1218,160.84,529459.46,"suburban"
51868,385000,3,3,0.37,1759705,"East Haddam","Connecticut",2868,134.24,1040540.54,"suburban"
33714,408999,4,2,0.11,1437715,"West Hartford","Connecticut",2156,189.7,3718172.73,"urban"
107951,340000,3,2,0.67,1106114,"Glastonbury","Connecticut",1150,295.65,507462.69,"suburban"
107964,309900,4,3,0.28,725023,"Meriden","Connecticut",1319,234.95,1106785.71,"suburban"
67269,225000,5,3,0.18,560711,"Hartford","Connecticut",1344,167.41,1250000,"urban"
51868,350000,4,2,0.28,67857,"West Hartford","Connecticut",1853,188.88,1250000,"suburban"
44625,374000,3,3,0.29,504869,"Wethersfield","Connecticut",1871,199.89,1289655.17,"suburban"
19720,350000,6,3,0.23,1471012,"New Britain","Connecticut",3433,101.95,1521739.13,"urban"
79028,215000,3,1,0.14,462615,"New Britain","Connecticut",1022,210.37,1535714.29,"urban"
68241,299900,3,2,0.18,525986,"New Britain","Connecticut",1863,160.98,1666111.11,"urban"
105309,264900,4,2,0.23,1440932,"Hartford","Connecticut",1839,144.05,1151739.13,"urban"
30174,399900,8,4,0.17,987785,"New Britain","Connecticut",3526,113.41,2352352.94,"urban"
107912,220000,2,2,0.2,523793,"Middlefield","Connecticut",1439,152.88,1100000,"urban"
107964,340000,4,3,1.2,254774,"Durham","Connecticut",3213,105.82,283333.33,"rural"
18142,159999,2,2,0.37,130312,"Middletown","Connecticut",1028,155.64,432429.73,"suburban"
81672,450000,5,4,0.38,1628587,"Meriden","Connecticut",2738,164.35,1184210.53,"suburban"
33714,384900,3,2,2.21,752987,"Haddam","Connecticut",2269,169.63,174162.9,"rural"
84096,2e+05,3,2,0.37,196904,"Cromwell","Connecticut",1448,138.12,540540.54,"suburban"
15517,225000,3,2,0.13,462761,"Newington","Connecticut",1064,211.47,1730769.23,"urban"
15520,239999,3,3,0.37,26947,"Rocky Hill","Connecticut",1707,140.6,648645.95,"suburban"
33503,309900,3,3,0.15,523588,"Newington","Connecticut",1604,193.2,2066000,"urban"
22611,224900,2,1,0.37,1033575,"West Hartford","Connecticut",865,260,607837.84,"suburban"
10560,579900,4,3,1.03,1548324,"East Hampton","Connecticut",2968,195.38,563009.71,"rural"
14977,689715,3,3,0.3,522200,"Cromwell","Connecticut",2429,283.95,2299050,"suburban"
15366,199900,3,3,2.63,1446634,"East Hampton","Connecticut",3148,63.5,76007.6,"rural"
10555,339900,5,5,0.76,1414299,"New Britain","Connecticut",3143,108.15,447236.84,"suburban"
23735,89000,2,1,0.37,1053037,"New Britain","Connecticut",780,114.1,240540.54,"suburban"
22611,319900,4,5,1.56,1027910,"Rocky Hill","Connecticut",2757,116.03,205064.1,"rural"
10582,375000,3,3,0.37,58695,"Glastonbury","Connecticut",2197,170.69,1013513.51,"suburban"
15520,384900,3,3,0.26,791085,"Wethersfield","Connecticut",1384,278.11,1480384.62,"suburban"
30125,110000,1,1,0.37,709557,"Glastonbury","Connecticut",572,192.31,297297.3,"suburban"
33714,459000,4,3,3.46,236252,"East Hampton","Connecticut",2726,168.38,132658.96,"rural"
33714,187500,2,1,0.37,1763195,"Haddam","Connecticut",1180,158.9,506756.76,"suburban"
27653,279900,3,3,0.35,1801711,"New Britain","Connecticut",1130,247.7,799714.29,"suburban"
23735,375000,6,3,0.18,1105345,"New Britain","Connecticut",4193,89.43,2083333.33,"urban"
22611,875000,4,5,0.79,142761,"West Hartford","Connecticut",3407,256.82,1107594.94,"suburban"
108004,325000,6,3,0.12,1286269,"New Britain","Connecticut",2722,119.4,2708333.33,"urban"
23952,379000,3,3,0.19,482031,"Meriden","Connecticut",2100,180.48,1994736.84,"urban"
109280,280000,3,1,0.41,1313811,"Middletown","Connecticut",1014,276.13,682926.83,"suburban"
22611,439900,3,4,0.37,1273338,"West Hartford","Connecticut",2016,218.2,1188918.92,"suburban"
7877,250000,3,2,10.14,718222,"Marlboro","Vermont",1712,146.03,24654.83,"rural"
107912,139000,2,2,0.37,867508,"Meriden","Connecticut",960,144.79,375675.68,"suburban"
18229,189000,3,1,0.16,1010395,"Middletown","Connecticut",1268,149.05,1181250,"urban"
106613,130000,3,2,0.14,821817,"New Britain","Connecticut",1442,90.15,928571.43,"urban"
51868,190000,4,2,0.18,840973,"New Britain","Connecticut",1200,158.33,1055555.56,"urban"
51868,175000,2,1,0.07,603983,"Hartford","Connecticut",850,205.88,2500000,"urban"
27439,269000,5,4,0.22,1758132,"Wilmington","Vermont",2998,89.73,1222727.27,"urban"
21359,284900,3,2,0.21,1716963,"Meriden","Connecticut",1449,196.62,1356666.67,"urban"
105067,389900,4,2,0.24,1568486,"West Hartford","Connecticut",1656,235.45,1624583.33,"urban"
22611,370000,4,4,0.74,1567813,"Middlefield","Connecticut",2074,178.4,5e+05,"suburban"
15520,269900,6,3,0.2,870552,"Hartford","Connecticut",3554,75.94,1349500,"urban"
10193,735000,4,2,10.19,991032,"Wilmington","Vermont",2446,300.49,72129.54,"rural"
104256,349900,4,4,0.11,1336441,"Middletown","Connecticut",2272,154.01,3180909.09,"urban"
51868,149000,2,1,0.25,1832095,"East Haddam","Connecticut",810,183.95,596000,"urban"
32905,107900,2,1,0.37,1693354,"Meriden","Connecticut",1056,102.18,291621.62,"suburban"
91793,185000,3,3,0.23,828116,"Newington","Connecticut",1405,131.67,804347.83,"urban"
71545,99900,2,2,0.37,10667,"Middletown","Connecticut",1190,83.95,270000,"suburban"
22135,210000,3,2,0.18,1521239,"Newington","Connecticut",1442,145.63,1166666.67,"urban"
51868,239900,3,2,0.4,1784430,"New Britain","Connecticut",1798,133.43,599750,"suburban"
15424,274900,3,2,0.3,NA,"Newington","Connecticut",1866,147.32,916333.33,"suburban"
108004,149900,1,1,0.37,1754455,"West Hartford","Connecticut",910,164.73,405135.14,"suburban"
22611,1100000,5,6,0.43,272826,"West Hartford","Connecticut",3809,288.79,2558139.53,"suburban"
94228,206000,3,1,0.23,1072762,"Newington","Connecticut",1110,185.59,895652.17,"urban"
3357,195000,3,2,0.27,113478,"New Britain","Connecticut",1008,193.45,722222.22,"suburban"
107950,329900,2,4,0.37,484239,"New Britain","Connecticut",1644,200.67,891621.62,"suburban"
107963,196000,2,2,0.37,1567213,"Middletown","Connecticut",1129,173.6,529729.73,"suburban"
34940,429999,5,3,0.46,1685818,"Newington","Connecticut",3136,137.12,934780.43,"suburban"
33714,295000,6,2,0.14,67266,"Hartford","Connecticut",3608,81.76,2107142.86,"urban"
49126,639900,4,3,3.48,438516,"Glastonbury","Connecticut",2500,255.96,183879.31,"rural"
19291,269900,7,3,0.2,1122577,"Meriden","Connecticut",1848,146.05,1349500,"urban"
3357,134900,2,2,0.37,867507,"Meriden","Connecticut",960,140.52,364594.59,"suburban"
96605,70000,2,1,0.37,271194,"New Britain","Connecticut",808,86.63,189189.19,"suburban"
78247,209900,2,1,0.99,1774254,"Middletown","Connecticut",1661,126.37,212020.2,"suburban"
33503,214900,2,2,0.37,1757468,"Middlefield","Connecticut",1000,214.9,580810.81,"suburban"
17141,269900,3,2,0.67,1001419,"Rocky Hill","Connecticut",1863,144.87,402835.82,"suburban"
107964,129900,2,2,0.37,612519,"Middletown","Connecticut",1150,112.96,351081.08,"suburban"
11594,474900,3,3,2.39,812642,"Haddam","Connecticut",1998,237.69,198702.93,"rural"
108006,224900,2,2,0.26,1582231,"Wethersfield","Connecticut",801,280.77,865000,"suburban"
22611,279900,3,2,0.14,1370003,"West Hartford","Connecticut",1324,211.4,1999285.71,"urban"
68208,462000,4,3,0.85,270325,"Haddam","Connecticut",2598,177.83,543529.41,"suburban"
10582,279900,3,2,0.62,583374,"Newington","Connecticut",1584,176.7,451451.61,"suburban"
23735,204900,3,1,0.19,950360,"New Britain","Connecticut",1120,182.95,1078421.05,"urban"
66023,289900,4,3,0.18,592820,"Hartford","Connecticut",2733,106.07,1610555.56,"urban"
68208,129000,2,2,0.37,1357538,"Meriden","Connecticut",1056,122.16,348648.65,"suburban"
57791,374900,4,3,0.59,847156,"Portland","Connecticut",1855,202.1,635423.73,"suburban"
22611,379900,3,2,0.34,1752196,"West Hartford","Connecticut",1470,258.44,1117352.94,"suburban"
51868,409900,8,3,0.22,810027,"New Britain","Connecticut",2913,140.71,1863181.82,"urban"
107951,975000,4,4,0.82,113002,"East Hampton","Connecticut",4903,198.86,1189024.39,"suburban"
108006,379900,3,2,0.32,763622,"Wethersfield","Connecticut",1421,267.35,1187187.5,"suburban"
21439,349900,7,3,0.17,654424,"New Britain","Connecticut",3277,106.77,2058235.29,"urban"
51868,125900,2,1,0.4,159710,"Colchester","Connecticut",1152,109.29,314750,"suburban"
79217,250000,2,2,0.13,142684,"Hartford","Connecticut",3725,67.11,1923076.92,"urban"
33714,139900,4,2,0.37,871460,"Middletown","Connecticut",1393,100.43,378108.11,"suburban"
10585,199900,2,2,0.37,1750500,"West Hartford","Connecticut",1417,141.07,540270.27,"suburban"
10585,424900,4,3,0.29,792976,"Newington","Connecticut",2372,179.13,1465172.41,"suburban"
22611,219900,4,2,0.24,191683,"New Britain","Connecticut",1152,190.89,916250,"urban"
22611,219900,4,1,0.16,1645227,"Hartford","Connecticut",1544,142.42,1374375,"urban"
10555,9e+05,2,2,0.42,553979,"New Britain","Connecticut",11032,81.58,2142857.14,"suburban"
51868,120000,3,2,0.14,593002,"New Britain","Connecticut",1152,104.17,857142.86,"urban"
51496,190000,2,2,0.37,1759184,"Cromwell","Connecticut",1368,138.89,513513.51,"suburban"
33714,219000,3,2,0.2,750583,"Berlin","Connecticut",1376,159.16,1095000,"urban"
51868,325000,3,2,0.71,471403,"Glastonbury","Connecticut",1459,222.76,457746.48,"suburban"
16710,419900,2,2,1.77,415543,"Haddam","Connecticut",1781,235.77,237231.64,"rural"
22546,289000,4,2,0.53,893270,"Berlin","Connecticut",1239,233.25,545283.02,"suburban"
30174,329000,3,2,0.31,1104817,"Berlin","Connecticut",2641,124.57,1061290.32,"suburban"
22611,305000,2,1,0.46,694602,"Rocky Hill","Connecticut",716,425.98,663043.48,"suburban"
50920,349900,3,2,0.37,11050,"Cromwell","Connecticut",1397,250.47,945675.68,"suburban"
33714,215000,3,1,0.13,653223,"Middletown","Connecticut",1360,158.09,1653846.15,"urban"
89021,209900,3,2,0.14,606095,"Hartford","Connecticut",1344,156.18,1499285.71,"urban"
22611,389900,4,3,0.56,374628,"Rocky Hill","Connecticut",2307,169.01,696250,"suburban"
33503,335000,13,5,0.18,577356,"Hartford","Connecticut",4469,74.96,1861111.11,"urban"
10580,287000,4,2,0.36,504944,"Meriden","Connecticut",1835,156.4,797222.22,"suburban"
82212,85000,3,2,0.12,956231,"New Britain","Connecticut",1485,57.24,708333.33,"urban"
30174,179900,4,1,0.25,1725166,"Berlin","Connecticut",1462,123.05,719600,"urban"
83019,169900,2,2,0.37,1171074,"New Britain","Connecticut",1024,165.92,459189.19,"suburban"
18142,149900,6,3,0.35,872391,"New Britain","Connecticut",2310,64.89,428285.71,"suburban"
82797,215000,3,2,0.37,821259,"Glastonbury","Connecticut",1370,156.93,581081.08,"suburban"
22611,270000,5,2,0.2,763854,"Wethersfield","Connecticut",1846,146.26,1350000,"urban"
107912,208000,3,2,0.06,436390,"Middletown","Connecticut",1580,131.65,3466666.67,"urban"
33714,125000,1,1,0.37,6861,"Portland","Connecticut",840,148.81,337837.84,"suburban"
10547,429000,2,3,0.66,1653097,"East Haddam","Connecticut",1694,253.25,650000,"suburban"
33714,239900,4,3,1.25,732779,"East Hampton","Connecticut",1767,135.77,191920,"rural"
107931,129900,1,1,0.37,920446,"Newington","Connecticut",783,165.9,351081.08,"suburban"
44625,450000,4,3,0.88,1283351,"Berlin","Connecticut",1911,235.48,511363.64,"suburban"
108006,369900,3,4,0.23,1660213,"Newington","Connecticut",2090,176.99,1608260.87,"urban"
16160,249900,4,1,0.16,19105,"New Britain","Connecticut",1224,204.17,1561875,"urban"
81777,335000,4,2,0.34,1826226,"Berlin","Connecticut",1576,212.56,985294.12,"suburban"
22541,319000,4,2,0.18,1009974,"New Britain","Connecticut",3486,91.51,1772222.22,"urban"
107959,775000,4,3,3.1,132710,"Guilford","Connecticut",3107,249.44,250000,"rural"
77478,149000,1,2,0.37,750783,"Middletown","Connecticut",1121,132.92,402702.7,"suburban"
37460,130000,3,2,0.17,1427759,"West Hartford","Connecticut",1266,102.69,764705.88,"urban"
108006,205000,2,2,0.18,1396205,"Wethersfield","Connecticut",1020,200.98,1138888.89,"urban"
14977,199900,2,1,0.18,561540,"Meriden","Connecticut",1036,192.95,1110555.56,"urban"
33714,279900,3,3,0.3,1447008,"Wethersfield","Connecticut",1472,190.15,933000,"suburban"
15424,350000,6,3,0.17,687718,"New Britain","Connecticut",4184,83.65,2058823.53,"urban"
19428,295000,4,2,0.47,574040,"Glastonbury","Connecticut",1475,200,627659.57,"suburban"
59928,249900,2,1,0.54,1053876,"Portland","Connecticut",994,251.41,462777.78,"suburban"
15520,729900,3,4,3.03,388345,"Cromwell","Connecticut",3258,224.03,240891.09,"rural"
10554,330000,4,3,0.18,1310068,"East Hampton","Connecticut",1701,194,1833333.33,"urban"
51868,324000,3,2,0.33,23137,"Wethersfield","Connecticut",1519,213.3,981818.18,"suburban"
68205,699900,4,4,1.4,1808780,"Glastonbury","Connecticut",2943,237.82,499928.57,"rural"
10585,289900,3,2,0.27,312529,"Newington","Connecticut",1470,197.21,1073703.7,"suburban"
107964,674900,4,3,10.57,685077,"Middletown","Connecticut",3660,184.4,63850.52,"rural"
30125,99900,4,1,0.15,185542,"New Britain","Connecticut",1080,92.5,666000,"urban"
13328,95000,2,1,0.37,1697890,"Middletown","Connecticut",709,133.99,256756.76,"suburban"
25494,121900,2,2,0.37,123125,"Cromwell","Connecticut",1057,115.33,329459.46,"suburban"
10582,80000,1,1,0.37,1645636,"Hartford","Connecticut",925,86.49,216216.22,"suburban"
33714,425000,4,3,1.18,20174,"Haddam","Connecticut",2741,155.05,360169.49,"rural"
6615,249000,3,2,0.66,1609612,"East Hampton","Connecticut",1296,192.13,377272.73,"suburban"
17353,369900,3,2,0.38,545133,"Meriden","Connecticut",2074,178.35,973421.05,"suburban"
23991,164000,3,1,0.09,1251078,"Middletown","Connecticut",1040,157.69,1822222.22,"urban"
56960,279000,5,3,0.26,1627858,"Meriden","Connecticut",1816,153.63,1073076.92,"suburban"
84512,399000,3,4,0.37,522606,"Rocky Hill","Connecticut",1706,233.88,1078378.38,"suburban"
89094,299900,2,2,0.37,1808930,"Berlin","Connecticut",1328,225.83,810540.54,"suburban"
15366,269900,1,2,0.37,1450860,"West Hartford","Connecticut",1414,190.88,729459.46,"suburban"
107953,499000,3,3,1.39,1447618,"East Hampton","Connecticut",2888,172.78,358992.81,"rural"
108004,219000,3,2,0.17,1192781,"New Britain","Connecticut",1148,190.77,1288235.29,"urban"
107912,133000,1,1,0.37,6860,"Portland","Connecticut",840,158.33,359459.46,"suburban"
107964,175000,2,2,0.37,1757175,"Meriden","Connecticut",1088,160.85,472972.97,"suburban"
35022,215000,3,2,0.2,16088,"Rocky Hill","Connecticut",1269,169.42,1075000,"urban"
20057,199900,3,1,0.21,821816,"Meriden","Connecticut",1324,150.98,951904.76,"urban"
81777,299000,3,2,0.37,1308154,"Portland","Connecticut",1592,187.81,808108.11,"suburban"
36495,825000,4,4,20.88,843849,"Whitingham","Vermont",4000,206.25,39511.49,"rural"
77236,220000,3,2,0.26,1314287,"Newington","Connecticut",1248,176.28,846153.85,"suburban"
107998,320000,3,3,0.23,1791779,"Newington","Connecticut",1672,191.39,1391304.35,"urban"
18229,299000,4,2,0.28,481867,"East Hampton","Connecticut",2284,130.91,1067857.14,"suburban"
26836,225000,2,2,0.15,1323837,"New Britain","Connecticut",1440,156.25,1500000,"urban"
61143,289900,3,1,0.14,1383111,"Hartford","Connecticut",1530,189.48,2070714.29,"urban"
30125,369900,3,3,0.37,476258,"Berlin","Connecticut",2096,176.48,999729.73,"suburban"
105067,285000,6,2,0.14,1418452,"New Britain","Connecticut",3312,86.05,2035714.29,"urban"
14977,620118,3,3,0.25,1446659,"Cromwell","Connecticut",2236,277.33,2480472,"urban"
10560,335900,3,2,0.22,68742,"Newington","Connecticut",1360,246.99,1526818.18,"urban"
33714,280000,4,3,0.5,370849,"Wethersfield","Connecticut",2320,120.69,560000,"suburban"
3357,355000,3,2,1,792934,"Haddam","Connecticut",1697,209.19,355000,"suburban"
15366,260000,4,2,0.16,596122,"West Hartford","Connecticut",1382,188.13,1625000,"urban"
107951,650000,4,4,1.47,296704,"Marlborough","Connecticut",4776,136.1,442176.87,"rural"
41767,304900,3,2,0.28,893571,"New Britain","Connecticut",1867,163.31,1088928.57,"suburban"
10585,275000,3,2,0.29,939711,"New Britain","Connecticut",1682,163.5,948275.86,"suburban"
33714,279900,4,4,0.12,1637663,"Hartford","Connecticut",2592,107.99,2332500,"urban"
50779,353900,3,2,0.67,1427994,"Berlin","Connecticut",1642,215.53,528208.96,"suburban"
